screen_name,description,label,,,,,,,,,
steviweavi,"100% FOREIGN! Tolerance & respect of other cultures enriches life's experiences. Remainer, have a problem with that, then jog on! #ExitFrombrexit #Peoplesvote",,,,,,,,,,
emilyhewertson,20 | Campaigns Manager @BCA_eco | KCL student | Politics and Prosecco | all enquiries: emilyhewertson@hotmail.co.uk,below30,,,,,,,,,
TobyPoyner,16|| Member of Milton Keynes Youth Cabinet || Deputy member of Youth Parliament for Milton Keynes South|| All views my own,below30,,,,,,,,,
johndoran1,100% European 0% Gammon @wokinglibdems campaigner for Horsell,,,,,,,,,,
maggs912,"17c and 1940s Re-enactor, Writer, Speaker, Historian, artist, Tarot Reader, ex bbc camera operator, Museum Guide,",,,,,,,,,,
TerenceKnott1,"28 years Commandos, then NHS, own companies U.K./Spain. Led U.K. charity assistance dogs for disabled. Retired, living S of France. Anti Brexit unpaid vol Renew",over60,,,,,,,,,
aermarshall,"28. London.
Head of Digital Comms for the Liberal Democrats. Views my own etc etc",below30,,,,,,,,,
Piethagoram,"25/3/19 completed 52yrs of suffering/supporting Notts County. Ipcress File's Palmer bests sums it up ""must we sit through any more of this torture?""",,,,,,,,,,
Edward_Duncan,"47 years old a genius of some sort. Is an oracle in that sometimes I see the future 🔮, but doubt in myself and for others in this is important.🇪🇺#FBPE",31-59,,,,,,,,,
oscarforest1,25 Friends. Family. Food. Forest. Owner of @rosewatches and @FoxleyFishing . Slight obsession with football and AC/DC. Working hard to achieve my dreams!,below30,,,,,,,,,
emmzwart,19 | gluten en onrecht intolerant | student rechten @hsleidennl | bestuurslid @jboppositie | @denknl | Tweets op persoonlijke titel | int. acc: @EEHZwart,below30,,,,,,,,,
AishaJMir,"2019 GE Parliamentary Candidate.
Businesswoman who wears many hats. Liberal, outward looking and progressive. Views are my own, RTS not endorsements",,,,,,,,,,
baker_sarahlou,50+ & divorced 🙌I love a good read 📚enjoy walking 👣👟 and love holiday's🌞😎,31-59,,,,,,,,,
lukeejeffery,20 | Co-Chair of Devon and Cornwall Young Liberals @YL_DC | Youth Dev Officer @TivHonLibDems | Lib Dem District Councillor Honiton St Michael's @eastdevon,below30,,,,,,,,,
TheO530CarrisPT,25 / Proud EU citizen / #777X & #A350XWB Lover / RTs are NOT endorsements nor constitute my views; Views are my own.,below30,,,,,,,,,
garethphughes81,"38,
male,
autistic SJW trying to bring justice to those who need it. 
Football Manager fan. 
football fanatic BTUFC
Anti tory warrior",31-59,,,,,,,,,
samphillips1,24 Wales. Loughborough Graduate 🎓,below30,,,,,,,,,
Peter_Malpas,50th anniversary with the @Conservatives this year. #Conservative #CPC20 #Dadizele #Dadizeele #CWGC,over60,,,,,,,,,
MrJohnAburn,19 • Catholic • Parish MC • @McDonaldsUK CEL • Drummer • @Young_Tories Activist • Chairman of @AldershotYC • 🇬🇧🇬🇧,below30,,,,,,,,,
gmorrison_98,21,below30,,,,,,,,,
Janes_GG,"22. Dorset. Head Coach/Entrenador + Analyst/Analista for @aionesports @aion_es in @Rainbow6ES

For Affiliation/Sponsorship enquires DM",below30,,,,,,,,,
rm312,48 year old guy enjoys working and f1 cant beat it.,31-59,,,,,,,,,
nottmsteve,"58yr old grumpy git. Only smiles by accident. Never knowingly in a good mood. Views are mine, all mine.",31-59,,,,,,,,,
jghealey_,"16 / Student / Web Designer💻 / Aviation enthusiast✈️
🇬🇧🇨🇭",below30,,,,,,,,,
amiloveschicken,19 / Ben Xx,below30,,,,,,,,,
PippaGreen1,100% fair minded.  Brexit for Britain & the rights of 17.4million ongoing.,,,,,,,,,,
Kieranwhm,"27, Morecambe ..... feeling like 57",below30,,,,,,,,,
Clarannosaurus,"17 || 🏳️‍🌈 || Aspiring Surveyor and lover of comedy, music and art🎭 Member of @RYB_SE3💛 Met Tom 06/03/20 🥰💕",below30,,,,,,,,,
MattyJones1_,"23, Football fan, rugby league fan,
horse racing fan 
N.E.S❤ HCAFC.   HKR 🔴⚪
#itsoktotalk

🇬🇧#1",below30,,,,,,,,,
tillotsonangela,18 | instagram: @angela_tillotson,below30,,,,,,,,,
SilverJingle2,91yr WW2 Vet.Dedicated to IMPROVING our USA* FOR A BETTER FLAT RATE TAX SYSTEM   @SILVERJINGLE2 * I FOLLOW BACK,over60,,,,,,,,,
DrewyA_,23. #RoryForLondon.,below30,,,,,,,,,
Demilynne7,31st January 2020. 🇬🇧love Europe hate the EU,,,,,,,,,,
JoshFraser_,"22.
⚽CHELSEA FC. 
🥊UFC. 
🎵UK RAP. 
MOST OF MY TWEETS ARE OPINION NOT FACT 💭",below30,,,,,,,,,
JackFWHoughton,"19 // Student studying Law, Politics & Philosophy, Religion & Ethics // Interests in 🇷🇺, IR, WTO & the UN // Events & Fundraising Officer @SouthDurhamYC",below30,,,,,,,,,
Jad3wh1t3,21 // Bristol,below30,,,,,,,,,
Bxn_sigrist,16- Yateley,below30,,,,,,,,,
EmilyHeatherley,24. Student Nurse 💉,below30,,,,,,,,,
RachelMaskell1,23• Essex/Devon,below30,,,,,,,,,
jack3smith,20,below30,,,,,,,,,
alexr1999a,20 🤍 @charlielewisxx,below30,,,,,,,,,
jamesrender_,19. Right-leaning libertarian. Tory. THFC.,below30,,,,,,,,,
GeorgeSnap3s,18 | Swhbb?,below30,,,,,,,,,
tom_checklin,18 Rangers🇬🇧,below30,,,,,,,,,
rodmesag,23 · Gurriato · A Madrid se viene a que te dejen en paz · Grado en Derecho · Liberal · Comunicación política en @pp_sanlorenzo,below30,,,,,,,,,
bouty987,21 || Lauryn 25/08/13 ❤ || I speak my thoughts 🗣 ||,below30,,,,,,,,,
scottjb2012,"28, LGBT+, Socially liberal and enjoys travel, Netflix and learning new things. Views are my own. #BeKind",below30,,,,,,,,,
RyanUnsworth,26 Wigan,below30,,,,,,,,,
FinleyDyer9,17 | Student and Self-professed Geographer 🌍🌍  #geography | #teamgeog #YangGang 🌳,below30,,,,,,,,,
tigercumpsty,"2020 Life’s for living so live it, Be yourself don’t be a sheep 🐑 BE YOU 🤔",,,,,,,,,,
labourliars,100% conservative voter. Frustrated by Corbyn - No to nationalisation.  We need a good country for our children so they have ambition and opportunity.,,,,,,,,,,
MartinPaulTayl4,63 years young environmental & political activist for a better more fairer & humane world.,over60,,,,,,,,,
raylondon66,74 years old . Labour Party member for 50+ years  Millwall supporter. Comments & retweets do not equal endorsements.,over60,,,,,,,,,
Gray1889,100% Blade,,,,,,,,,,
ollie0llieollie,21 Essex,below30,,,,,,,,,
en_tee_ef_cee,43/92,,,,,,,,,,
GrahamPenrose2,"107/196 Nomad Expat Dub Irish, Hiker, Boxer, Diver, Dog Lover, Fanatic @DubGAAOfficial @LFC, CEO @CommsLock Owner @TMGCorpServices @JGEKinetics, VIP @IBMSystems",,,,,,,,,,
CharlotteDBNN,17 year old brexiteer 🇬🇧 democracy has been restored!,below30,,,,,,,,,
danielhawky,"16, conservative, pro-life and free speech advocate, wikipedian, slytherin",below30,,,,,,,,,
MrG84143154,"2019: SNP 1,242,380 votes out of total Scottish votes, therefore Scottish voters who did NOT vote for SNP 1,519,783
OVER HALF COUNTRY",,,,,,,,,,
jordydex00,"19

Victoria Concordia Crescit
🇪🇸🇦🇪🇬🇧",below30,,,,,,,,,
serena0245,19,below30,,,,,,,,,
cllrtonycox,"41, councillor for West Shoebury and Leader of the Conservative Group on Southend Council. Comments are my own and not made in an official capacity as a Cllr.",31-59,,,,,,,,,
AspectsLockie,232 Quay Rd Bridlington. Key cutting. UPVC Misted Window Units Replaced. Door & Window Repairs. Emergency & Covert Entry Specialist. 01262 650898  07902 601677,,,,,,,,,,
cornell_phil,66 years young still rocking and rolling West Ham till I die.  https://t.co/FpfiGgBHJh https://t.co/TGMjdPY0uQ,over60,,,,,,,,,
edwardwpugh,22 / Conservative and Brexiteer / Graduate Commercial Surveyor,below30,,,,,,,,,
Pogopatterson42,51 year old male.,31-59,,,,,,,,,
DavidEa61704055,"28 /11/53 Brexit, Brexit, and did I forget to say..BREXIT!!! A member of Brexit Party .",below30,,,,,,,,,
HadenScript,41 year old Athletic Fast Talking Script Writer. I'll be happy when the Evil EU & Billionaire Bilderbergs are Destroyed. Evil #SorosForPrison,31-59,,,,,,,,,
ShortieT2,"24 - 05- 1972 #Turnersyndromesurvivor
#Prolife #Christian #🧡animals #anti-hunting anti-badgercull #live💖laugh💖love💖dream 💖believe💖achieve",31-59,,,,,,,,,
chris20times,20 CHAMP20NS. Manchester is my heaven #nonvegan,,,,,,,,,,
GeorgeFarlow,19 London/Oxford,below30,,,,,,,,,
MatthewDabell,"30+ years within the London Property Industry resulting in a depth of knowledge on many housing matters. Also F1, Bath Rugby, Classic Cars & a part time DJ!",31-59,,,,,,,,,
GecziBarnabas,"15 y/o Swedish - Hungarian 🇸🇪🇭🇺 boy 
Politics
Tech and Cars",below30,,,,,,,,,
Benjamin_NR24,26 | 💙| 🏳️‍🌈| Hampshire\Wales| V&Os are my own,below30,,,,,,,,,
WhitemoreC,"22. Scummer ⚽️ | He who dares, Wins!",below30,,,,,,,,,
LadyGlendale,50 yr old spinster. Staffordshire. Pro Brexit. Like Strictly Come Dancing and cats. 🐈😍🐈,31-59,,,,,,,,,
james_brexit,19 - #BackBoris #gotbrexitdone #swampisdrained,below30,,,,,,,,,
neilfollows,"48 year old quantity surveyor, married with 2 kids. Like watching football (son, Walsall fc & England), listening to Coldplay/muse.",31-59,,,,,,,,,
LewisDeverill,20 🐉| Yeovil 🏉| KARMA|Yeovil college| Tory,below30,,,,,,,,,
remontvposaderu,25 лет,,,,,,,,,,
ms_yaex,90% inactive. Just retweeting,,,,,,,,,,
MangoMaCall,"18+ Only Please! Trying to enjoy life & make the right choices; so, when I feel life gives me lemons, I TRY & make lemonade (BTW, HOPE is a contributing factor)",,,,,,,,,,
Craig_S_Toner,23 • Qualified Pilot • Glasgow Warriors Fan & Rugby Referee • @moraytories Exec Member • All Personal Views 🇬🇧✈️🏉,below30,,,,,,,,,
PromiseMuleya,2015 EX PM Cafod funded FNI;& UKAid @MatchFund4 @Caritas Binga. Co-founder @PFAU. Research Tech @UniofNottingham Volunteer @Oxfamgb @BritishRedCross. VIEWS MINE,,,,,,,,,,
ektagohil95,24.📍London. CCHQ. Vegetarian 🌱. Hindu. Parrot Owner. Personal and Political page. RT’s not representative of my own views.,below30,,,,,,,,,
michaeldillon_3,15 | Conservative Party Member,below30,,,,,,,,,
d_sandford99,20. #MUFC. Studies IR & Politics. @conservatives,below30,,,,,,,,,
PaulClayton1977,"42 year old food loving cricketaholic.  Proud European.  Stamp collector, part time stamp trader - check out paul_s_clayton1977 on https://t.co/TAduba91cA for GB stamps",31-59,,,,,,,,,
DavidasWilko,22 // Bird Ringer & Watcher in Essex. Dedicated Conservationist and Fundraiser.,below30,,,,,,,,,
askhertostand,"50:50 Parliament #AskHerToStand working with all Parties inspiring & supporting women to Parliament., encouraging them to #SignUpToStand 🙌to help them win seats",,,,,,,,,,
Gill33646897,1950’s woman still waiting for my pension.,,,,,,,,,,
_ishaanshah,16 Years Old 🌍Founder of Stolen Dreams ❌Anti-Slavery Advocate 👫Feminist 🌳Climate Change Activist 👨🏽‍💻Blogger 🏆Global Youth Award Winner,below30,,,,,,,,,
WellSpokenBloke,"22 Years Old always a Gentleman enjoys Formula 1,Music which is mostly Indie and the 80s also loves about anything I can do.",below30,,,,,,,,,
Ross_Hodgson98,22 Southampton🔴⚪️🎸🤘🏻,below30,,,,,,,,,
zaraelizabethhh,18,below30,,,,,,,,,
Maggie50931562,"40 years in the intel profession, president of non profit cat sanctuary, enjoy baking, making jam, and following Q.#MAGA #KAG Text Trump 88022",over60,,,,,,,,,
borispfeffelrbx,16th Prime Minister of Australia,over60,,,,,,,,,
JackRyan_Smith1,20 💎 - Pipeline Engineer 🔩 🔧,,,,,,,,,,
Harrybrads01,"18, Preston",below30,,,,,,,,,
bek863,22,below30,,,,,,,,,
normanp3skycom,44 years old. female. live in birmingham.,31-59,,,,,,,,,
Henry29916093,16.8,,,,,,,,,,
DavidGRoyal,30yrs British Fire Service. Ex IV Para 🇬🇧😈✈️🍺🏉👍🏻 #Reg #Ally #Fireman 🚒,over60,,,,,,,,,
DanielKeenan12,15 year old pro life conservative autistic child,below30,,,,,,,,,
benharkcom,26 II LONDON,below30,,,,,,,,,
TerryFBH,18yr old daughter recovering from a stroke aged 10. Ex Labour. Proud Tory. Boro. Brexit. RT not = agreement.,below30,,,,,,,,,
hugill_jamie,18 #TeamLH,below30,,,,,,,,,
CJCHowarth,"2019 Conservative candidate for Houghton and South Sunderland. Former accountant, lawyer and TA soldier.",,,,,,,,,,
Jabba1203,27  Sport/Politics,below30,,,,,,,,,
Penguin1Katie,29 - Mum - UK,below30,,,,,,,,,
mattyd744,20 ∣ Nice Tory ∣ @AldershotYC ∣ Lapsed Remainer ∣ Wine and politics 💕 #BackBoris 🇬🇧,below30,,,,,,,,,
BellaWallerstei,24. Senior Parliamentary Assistant for a Conservative MP. Spurs fan.,below30,,,,,,,,,
1828uk,1828 is a neoliberal platform founded to champion freedom. See @powelljack_ @matt_gillow @Simon_Gentry @JasonReed624,,,,,,,,,,
MainesChris,"2016/2018 Chair of London 
2020 Lib Dem list candidate for London Assembly 
#LoveLondonBetter
#BetterwithBenita",,,,,,,,,,
MattEagles,45years with Parkinson's #lynxer ⚒lifelong Hammers fan #possibilist #Twinian #Webiter frontman and co-founder of @PKYLIFE,31-59,,,,,,,,,
JonoLethaby,19. Multiple interests. Theology (Christian Dogma and Comparative Religion- esp NRM from C19th onwards)). Photography. Independent Schools. Youth Organisations,below30,,,,,,,,,
Istanbull,"67 yrs Hereford Utd.Hoping 4 a cure 4 my Beautiful Grandsons & others with the Terrible Duchenne Muscular Dystrophy disease. NHS, Prostate Cancer survivour...",over60,,,,,,,,,
mcnulty2397,1874🇱🇻🇬🇧. 22-5-14,,,,,,,,,,
shanil_doshi,22 . London . UoE .,below30,,,,,,,,,
IanDella4,"20th century man learning to be PC in the 21st century. Believe in fairness rules about everything. Hate bullies, love animals. Happy with my lot!",,,,,,,,,,
MargaretDenham5,"62, Scottish, Brexiteer, SNP hater. Retired nurse, politically astute. diehard Rangers fan 🇬🇧🇬🇧🇬🇧",over60,,,,,,,,,
JackColquhoun10,"20. ITFC. Plymouth University.
Cambs/Plymouth.",below30,,,,,,,,,
pmitch1001,"100% Brexit. British patriot. Britons, never will be slaves.",,,,,,,,,,
TonyD297,100% every day!,,,,,,,,,,
SamBeech1,23,below30,,,,,,,,,
swearyshau,"18+ only. Tweetrettes sufferer. I rant about stuff, like a giggle, don't like bullpoopery. Oh and I'm a bit of a twitcher 🐦",,,,,,,,,,
JackJonesy15660,"19. British. Student of History. Fiscally Conservative - For the most part Socially Liberal. Tory (Member), Brexiteer, Patriot, Monarchist.",below30,,,,,,,,,
EdwardGallache3,18 year old. Traditional conservative and social liberal.- RT is not necessarily endorsement,below30,,,,,,,,,
sam_hunter7,23,below30,,,,,,,,,
TobyRhysJones,23 years old. BA Politics from Exeter University. Live in Exeter.,below30,,,,,,,,,
bowzer118,21 // Plymouth // Bielefeld,below30,,,,,,,,,
OfficialTomKirk,36/91. Not the Muse guy. Views my own.,,,,,,,,,,
LiviWicks7,"21, teacher, performer❤️",below30,,,,,,,,,
KulveerRanger,21st-24th Jan I CYCLED🚴🏾220km in Vietnam for 3amazing charities @childline @nordoffrobbins @teenagecancertrust if u can spare a £ pls donate on link below🙏🏾,,,,,,,,,,
WoooItsJaake,23 | Graphic Designer. | Gaymer | Gay and Proud | 🏳️‍🌈🏳️‍🌈🏳️‍🌈 |,below30,,,,,,,,,
DWBCFC,"22. Brexit Voter.  Yam Yam

Anti Foreign Aid
Anti mass immigration
Anti HS2 

#gammon",below30,,,,,,,,,
ProductionSpac1,5000 sqft #ProductionSpace GL13 9PP. GLOS.[nr #Bristol] #FilmSets #setbuilding onsite ancillary services @Robocarv @Johnnyscenic #BristolFilm  07444182966,,,,,,,,,,
LilyRuth211,18,below30,,,,,,,,,
sams1204,"24
Wimbledon",below30,,,,,,,,,
grimwesley,17. Into politics/history. Just on here to argue w/ people,below30,,,,,,,,,
Tattiesque,"25% Squaddie, 25% Gadgeteer, 25% Financist, , 25% Mercurial, 100% Starchy goodness,  always fried, never mashed.",,,,,,,,,,
ConstanceBrn_,20,below30,,,,,,,,,
kateheydonorg,"2012 acute proximal DVT with delayed diagnosis of 5 1/2 weeks, leading to clawed R. foot. Former half marathon runner. Earth sciences. Cycles for fun/transport.",,,,,,,,,,
Younglincsbird1,17 y/o birder. Based in West Lincolnshire.,below30,,,,,,,,,
brexitbuffer,"10 ways to prepare for Brexit in your professional & personal lives. 

Buffer yourself from the problems - take advantage of opportunities",,,,,,,,,,
TonyGentGD1,"900 ha Zero-Till Farmer of Combinable crops and free range eggs.
Inventer of the GD zero-till opener.",,,,,,,,,,
jac17sis,"74 and single, 2 daughters, 1 Granddaughter, 2 son in laws, 3 dogs. Live with a friend.",over60,,,,,,,,,
Trickygbh,1865: the year it all started,,,,,,,,,,
jamesj_96,22. student. Tory,below30,,,,,,,,,
fcaidan,"50 years as Korea-watcher & sociologist. Hon. fellow Leeds Univ., also freelance. Paterian, tx to @Kate_Hext. Father of @Tomfostercarter, Rufus (8) & Laurie (3)",,,,,,,,,,
TsuiSuet,"17🙆 五大訴求 缺一不可💪 Five Demands Not One Less  
We are not gonna give up or give way.🔥
香港人 撐住 反抗
#手足互科
#HongKonger",,,,,,,,,,
FlyingF14014214,170,,,,,,,,,,
OL1_Official,"21, 
Law Student, 
Political Enthusiast, 
MEME conasour.",below30,,,,,,,,,
Pro4TLZZ,19 | IT Support Engineer | Pro Shadow EEA,below30,,,,,,,,,
francisobrienUK,23 Organiser for @LeaversKent - Comms and Events Coordinator 🏳️‍🌈,,,,,,,,,,
GehlhRJ93,"26, Trainee Accountant and engaged to Jenna-Louise Bond. Love Bury FC and Warrington RLFC",below30,,,,,,,,,
ryanrussell26,50/91 👀 + Wembley,,,,,,,,,,
RastrickHigh,"11-18 Secondary School & Sixth Form, placed in the top 90 non selective schools nationally and in the top 20 schools regionally.",,,,,,,,,,
CapitalCityBoys,"70/80sLad😎Family1st😍CCFC⚽️Member of the Silent Majority ☆Stop the SJWs☆Stop PC☆ 
Nothing worth having comes easy😉 be good Enjoy👌",,,,,,,,,,
